order_id,date,region,category,sales_rep,channel,units,unit_price,revenue,cost,profit,customer_satisfaction
ORD-11247,2025-09-19,Midwest,Office Supplies,Rachel Lee,Online,14,277.15,3880.1,2117.53,1762.57,4.2
ORD-11020,2025-05-31,Midwest,Electronics,Chris Brown,Online,1,425.5,425.5,280.5,145.0,
ORD-10265,2024-05-07,Midwest,Office Supplies,Rachel Lee,Direct,24,195.85,4700.4,2760.88,1939.52,4.6
ORD-10706,2024-12-07,Midwest,Furniture,Chris Brown,Direct,13,384.85,5003.05,3265.22,1737.83,4.4
ORD-10452,2024-08-15,East,Software,David Kim,Direct,1,390.88,390.88,166.67,224.21,3.5
ORD-11085,2025-06-16,Midwest,Furniture,Rachel Lee,Partner,6,296.02,1776.12,1089.13,686.99,3.7
ORD-10723,2025-01-24,East,Electronics,James Wilson,Online,17,278.42,4733.14,3166.42,1566.72,4.0
ORD-10057,2024-02-14,West,Furniture,Lisa Patel,Partner,11,322.84,3551.24,2603.89,947.35,3.4
ORD-11225,2025-09-16,East,Furniture,James Wilson,Partner,23,374.2,8606.6,5725.97,2880.63,4.9
ORD-10583,2024-10-25,South,Furniture,Amy Liu,Direct,18,303.47,5462.46,3651.46,1811.0,4.8
ORD-10558,2024-10-26,West,Software,Sarah Chen,Direct,18,559.13,10064.34,3954.67,6109.67,3.6
ORD-10802,2025-02-05,South,Furniture,Robert Johnson,Online,7,220.01,1540.07,1120.0,420.07,4.1
ORD-10957,2025-04-25,East,Software,Emily Zhang,Direct,2,579.36,1158.72,443.1,715.62,4.6
ORD-10361,2024-06-20,Midwest,Electronics,Tom Anderson,Direct,25,389.96,9749.0,5597.96,4151.04,4.4
ORD-10808,2025-02-14,Midwest,Electronics,Chris Brown,Partner,2,260.59,521.18,314.36,206.82,3.9
ORD-10080,2024-02-06,South,Office Supplies,Robert Johnson,Online,8,95.0,760.0,392.3,367.7,4.5
ORD-10126,2024-03-17,East,Office Supplies,James Wilson,Partner,15,260.34,3905.1,2062.83,1842.27,3.1
ORD-10825,2025-03-16,West,Electronics,Sarah Chen,Partner,15,524.91,7873.65,4526.37,3347.28,3.4
ORD-10227,2024-05-16,West,Software,Mike Torres,Partner,7,643.42,4503.94,1797.61,2706.33,3.3
ORD-10427,2024-07-18,Midwest,Software,Rachel Lee,Partner,19,268.64,5104.16,1864.16,3240.0,5.0
ORD-11269,2025-10-14,West,Furniture,Mike Torres,Online,22,332.9,7323.8,4682.56,2641.24,4.7
ORD-11103,2025-08-05,West,Furniture,Mike Torres,Direct,3,395.32,1185.96,825.65,360.31,3.9
ORD-10151,2024-03-21,Midwest,Office Supplies,Rachel Lee,Online,11,139.34,1532.74,842.57,690.17,3.8
ORD-10540,2024-09-16,Midwest,Software,Tom Anderson,Partner,9,385.95,3473.55,1404.8,2068.75,4.5
ORD-10198,2024-04-21,South,Software,Robert Johnson,Partner,12,405.26,4863.12,1964.7,2898.42,3.7
ORD-11140,2025-07-14,Midwest,Furniture,Rachel Lee,Online,22,351.04,7722.88,5203.56,2519.32,4.0
ORD-10662,2024-12-12,West,Electronics,Mike Torres,Online,16,407.2,6515.2,4019.5,2495.7,4.7
ORD-11003,2025-06-01,East,Furniture,David Kim,Online,25,250.54,6263.5,4554.71,1708.79,3.9
ORD-10750,2025-01-21,South,Software,Maria Garcia,Partner,11,441.02,4851.22,1803.86,3047.36,3.8
ORD-10883,2025-04-06,West,Office Supplies,Mike Torres,Online,17,237.24,4033.08,2156.87,1876.21,
ORD-10692,2024-12-22,South,Office Supplies,Robert Johnson,Online,9,174.2,1567.8,793.01,774.79,3.7
ORD-10783,2025-02-05,East,Office Supplies,Emily Zhang,Partner,24,179.26,4302.24,2591.58,1710.66,3.4
ORD-10305,2024-06-01,South,Office Supplies,Maria Garcia,Partner,7,133.4,933.8,539.51,394.29,4.2
ORD-10686,2024-12-23,East,Software,Emily Zhang,Online,6,555.18,3331.08,1385.94,1945.14,3.3
ORD-10102,2024-02-06,Midwest,Software,Rachel Lee,Online,16,222.05,3552.8,1435.69,2117.11,3.5
ORD-10039,2024-01-04,Midwest,Electronics,Tom Anderson,Partner,5,244.51,1222.55,808.7,413.85,3.8
ORD-10749,2025-01-20,South,Software,Maria Garcia,Direct,8,263.95,2111.6,928.05,1183.55,3.5
ORD-10092,2024-02-12,Midwest,Office Supplies,Tom Anderson,Online,23,137.49,3162.27,1705.34,1456.93,4.5
ORD-11063,2025-07-08,South,Electronics,Maria Garcia,Partner,2,286.77,573.54,333.41,240.13,3.8
ORD-11033,2025-06-20,West,Electronics,Mike Torres,Direct,10,609.34,6093.4,4152.91,1940.49,4.8
ORD-10260,2024-04-28,Midwest,Electronics,Rachel Lee,Partner,3,350.93,1052.79,698.05,354.74,3.9
ORD-10159,2024-03-01,Midwest,Software,Rachel Lee,Direct,16,293.46,4695.36,1804.08,2891.28,4.1
ORD-11126,2025-07-16,South,Furniture,Maria Garcia,Partner,5,206.03,1030.15,704.77,325.38,4.7
ORD-10439,2024-09-08,West,Software,Sarah Chen,Partner,21,450.09,9451.89,3673.03,5778.86,3.3
ORD-10862,2025-03-19,Midwest,Electronics,Rachel Lee,Online,20,353.89,7077.8,4490.7,2587.1,4.3
ORD-10609,2024-11-05,West,Office Supplies,Lisa Patel,Online,13,277.7,3610.1,2110.59,1499.51,4.9
ORD-11251,2025-10-05,Midwest,Furniture,Tom Anderson,Direct,24,336.58,8077.92,5504.87,2573.05,3.9
ORD-11291,2025-10-28,South,Office Supplies,Robert Johnson,Partner,25,179.67,4491.75,2279.86,2211.89,3.9
ORD-10420,2024-08-02,Midwest,Office Supplies,Rachel Lee,Online,4,167.98,671.92,396.64,275.28,3.6
ORD-10965,2025-05-16,South,Office Supplies,Robert Johnson,Direct,4,136.03,544.12,290.9,253.22,3.6
ORD-10173,2024-04-19,West,Furniture,Mike Torres,Direct,12,343.17,4118.04,2839.71,1278.33,3.1
ORD-11363,2025-11-30,Midwest,Office Supplies,Tom Anderson,Direct,17,300.33,5105.61,2793.41,2312.2,3.9
ORD-10393,2024-08-10,East,Furniture,Emily Zhang,Partner,14,333.92,4674.88,3297.85,1377.03,4.8
ORD-10136,2024-03-18,South,Electronics,Amy Liu,Online,15,330.15,4952.25,2782.48,2169.77,4.9
ORD-11333,2025-11-15,East,Office Supplies,James Wilson,Partner,7,264.62,1852.34,947.76,904.58,4.5
ORD-10981,2025-04-30,Midwest,Furniture,Chris Brown,Online,12,326.2,3914.4,2774.46,1139.94,3.9
ORD-10788,2025-02-08,East,Furniture,Emily Zhang,Online,22,282.82,6222.04,4150.13,2071.91,3.9
ORD-10734,2025-01-22,East,Software,David Kim,Direct,15,447.02,6705.3,2488.27,4217.03,4.2
ORD-10161,2024-03-16,Midwest,Software,Chris Brown,Partner,13,297.2,3863.6,1562.23,2301.37,4.4
ORD-11172,2025-08-22,South,Electronics,Maria Garcia,,22,337.43,7423.46,4155.52,3267.94,4.5
ORD-10736,2025-01-12,South,Electronics,Robert Johnson,Partner,20,312.4,6248.0,4101.91,2146.09,3.7
ORD-11364,2025-11-03,Midwest,Office Supplies,Rachel Lee,Partner,7,218.0,1526.0,771.12,754.88,4.4
ORD-10873,2025-03-07,Midwest,Software,Rachel Lee,Direct,20,280.67,5613.4,2331.0,3282.4,4.7
ORD-10548,2024-10-29,West,Office Supplies,Mike Torres,Partner,21,185.58,3897.18,2309.65,1587.53,4.3
ORD-10117,2024-03-06,West,Software,Lisa Patel,Online,1,672.34,672.34,277.45,394.89,4.0
ORD-10276,2024-06-16,West,Electronics,Mike Torres,Partner,11,471.52,5186.72,3445.99,1740.73,4.2
ORD-10446,2024-08-16,East,Furniture,David Kim,Partner,2,184.52,369.04,272.75,96.29,4.5
ORD-10877,2025-03-28,West,Electronics,Lisa Patel,Partner,20,492.32,9846.4,6356.78,3489.62,4.7
ORD-11004,2025-06-13,East,Software,David Kim,Partner,24,483.92,11614.08,4991.92,6622.16,4.5
ORD-10636,2024-11-22,South,Electronics,Robert Johnson,Direct,3,464.44,1393.32,833.25,560.07,3.5
ORD-10089,2024-01-29,Midwest,Electronics,Rachel Lee,Online,23,251.4,5782.2,3435.3,2346.9,4.2
ORD-10726,2025-01-10,East,Office Supplies,James Wilson,Online,24,171.01,4104.24,2193.49,1910.75,3.9
ORD-11013,2025-05-22,South,Furniture,Robert Johnson,Partner,6,230.46,1382.76,928.3,454.46,4.1
ORD-11387,2025-12-06,East,Office Supplies,James Wilson,Direct,21,307.6,6459.6,3255.25,3204.35,4.0
ORD-10281,2024-06-15,West,Furniture,Sarah Chen,Online,20,388.84,7776.8,5769.3,2007.5,
ORD-10732,2025-01-02,East,Furniture,Emily Zhang,Online,8,207.02,1656.16,1183.19,472.97,4.4
ORD-11300,2025-10-20,South,Software,Maria Garcia,Online,16,480.18,7682.88,3107.95,4574.93,4.5
ORD-10509,2024-09-16,East,Furniture,Emily Zhang,Online,5,226.33,1131.65,723.71,407.94,4.6
ORD-11109,2025-08-08,East,Electronics,David Kim,Online,17,430.79,7323.43,4563.3,2760.13,4.0
ORD-10747,2025-01-04,South,Software,Robert Johnson,Direct,16,316.38,5062.08,1939.04,3123.04,4.3
ORD-11341,2025-11-04,East,Software,Emily Zhang,Online,24,558.68,13408.32,5509.5,7898.82,4.7
ORD-11208,2025-09-19,West,Office Supplies,Mike Torres,Direct,18,239.51,4311.18,2368.22,1942.96,3.6
ORD-11293,2025-10-20,South,Office Supplies,Maria Garcia,Direct,7,171.42,1199.94,681.08,518.86,3.2
ORD-11210,2025-10-05,West,Furniture,Lisa Patel,Partner,14,319.21,4468.94,2788.49,1680.45,5.0
ORD-11119,2025-07-30,East,Software,James Wilson,Partner,25,605.1,15127.5,6176.01,8951.49,4.0
ORD-10181,2024-04-14,East,Furniture,David Kim,Partner,8,328.03,2624.24,1709.99,914.25,4.7
ORD-10713,2025-01-01,West,Office Supplies,Sarah Chen,Online,11,203.39,2237.29,1349.18,888.11,3.9
ORD-10184,2024-04-15,East,Software,David Kim,Direct,25,503.59,12589.75,5294.42,7295.33,3.5
ORD-10566,2024-10-19,East,Furniture,Emily Zhang,Direct,24,413.65,9927.6,6344.61,3582.99,4.2
ORD-10958,2025-05-14,East,Software,James Wilson,Online,22,603.39,13274.58,4956.66,8317.92,4.6
ORD-10683,2024-12-24,East,Furniture,David Kim,Partner,10,444.82,4448.2,3063.32,1384.88,4.7
ORD-10836,2025-03-06,East,Electronics,James Wilson,Online,12,524.83,6297.96,4247.82,2050.14,3.6
ORD-10492,2024-10-02,West,Electronics,Mike Torres,Online,15,446.85,6702.75,4384.08,2318.67,3.5
ORD-10368,2024-06-22,Midwest,Furniture,Tom Anderson,Online,20,233.46,4669.2,3426.37,1242.83,4.2
ORD-10402,2024-07-24,South,Electronics,Robert Johnson,Online,23,337.72,7767.56,5270.99,2496.57,4.7
ORD-10822,2025-03-20,West,Electronics,Lisa Patel,Online,2,386.29,772.58,438.77,333.81,3.3
ORD-10013,2024-01-26,West,Software,Lisa Patel,Online,20,345.07,6901.4,2695.2,4206.2,4.8
ORD-10773,2025-02-07,West,Office Supplies,Sarah Chen,Online,20,167.61,3352.2,2017.06,1335.14,4.3
ORD-11299,2025-10-25,South,Software,Maria Garcia,Direct,10,461.73,4617.3,1780.8,2836.5,4.1
ORD-10111,2024-03-04,West,Furniture,Lisa Patel,Direct,14,379.02,5306.28,3796.17,1510.11,4.0
ORD-11118,2025-07-16,East,Software,James Wilson,Direct,14,432.66,6057.24,2621.15,3436.09,4.4
ORD-10343,2024-07-03,East,Office Supplies,David Kim,Partner,9,167.24,1505.16,766.07,739.09,4.2
ORD-11053,2025-07-08,East,Furniture,David Kim,Partner,3,359.98,1079.94,787.95,291.99,3.8
ORD-11420,2025-12-24,Midwest,Software,Tom Anderson,Online,21,556.2,11680.2,4599.69,7080.51,
ORD-10996,2025-05-20,East,Electronics,James Wilson,Direct,14,393.67,5511.38,3484.62,2026.76,5.0
ORD-10863,2025-03-21,Midwest,Office Supplies,Rachel Lee,Direct,5,157.9,789.5,407.37,382.13,4.5
ORD-10669,2024-12-20,West,Office Supplies,Lisa Patel,Direct,25,191.49,4787.25,2448.27,2338.98,3.5
ORD-10294,2024-06-15,East,Office Supplies,Emily Zhang,Partner,16,186.16,2978.56,1573.61,1404.95,3.5
ORD-11142,2025-07-15,Midwest,Software,Tom Anderson,Online,6,406.36,2438.16,1068.11,1370.05,5.0
ORD-10226,2024-05-11,West,Software,Mike Torres,Direct,8,500.93,4007.44,1538.38,2469.06,3.8
ORD-10737,2025-01-09,South,Electronics,Amy Liu,Direct,17,386.04,6562.68,4210.99,2351.69,4.3
ORD-10178,2024-04-20,East,Electronics,Emily Zhang,Partner,5,439.02,2195.1,1352.55,842.55,3.2
ORD-10903,2025-04-20,East,Furniture,James Wilson,Online,16,339.04,5424.64,3737.27,1687.37,4.9
ORD-11281,2025-10-31,East,Office Supplies,James Wilson,Direct,2,194.01,388.02,225.44,162.58,4.4
ORD-10506,2024-09-25,East,Office Supplies,Emily Zhang,Partner,19,242.93,4615.67,2730.8,1884.87,4.3
ORD-10310,2024-06-09,South,Furniture,Maria Garcia,Partner,6,257.59,1545.54,975.36,570.18,3.8
ORD-10638,2024-11-26,South,Electronics,Maria Garcia,Partner,2,306.23,612.46,397.17,215.29,3.6
ORD-10298,2024-06-13,East,Furniture,Emily Zhang,Online,4,221.22,884.88,572.68,312.2,4.6
ORD-10185,2024-04-20,South,Electronics,Amy Liu,Direct,25,355.46,8886.5,6039.46,2847.04,3.7
ORD-11345,2025-11-28,South,Office Supplies,Maria Garcia,Online,11,199.09,2189.99,1217.25,972.74,4.1
ORD-11178,2025-08-25,South,Office Supplies,Amy Liu,Online,4,123.58,494.32,270.22,224.1,4.2
ORD-10851,2025-03-16,South,Office Supplies,Amy Liu,Direct,4,140.31,561.24,327.27,233.97,4.0
ORD-10295,2024-06-14,East,Furniture,Emily Zhang,Direct,15,405.41,6081.15,4118.01,1963.14,3.5
ORD-10531,2024-09-11,Midwest,Office Supplies,Chris Brown,Direct,16,172.16,2754.56,1429.73,1324.83,3.8
ORD-11138,2025-08-06,Midwest,Furniture,Tom Anderson,Partner,17,293.3,4986.1,3254.59,1731.51,3.6
ORD-10388,2024-07-19,East,Office Supplies,James Wilson,Online,1,199.92,199.92,105.44,94.48,4.6
ORD-10056,2024-02-12,West,Furniture,Sarah Chen,Partner,8,317.87,2542.96,1598.26,944.7,3.7
ORD-10703,2024-12-18,Midwest,Office Supplies,Chris Brown,,16,246.66,3946.56,2319.97,1626.59,4.3
ORD-10871,2025-03-05,Midwest,Furniture,Chris Brown,Direct,16,250.72,4011.52,2581.68,1429.84,4.3
ORD-11154,2025-08-26,West,Software,Sarah Chen,Online,11,444.53,4889.83,1875.98,3013.85,4.2
ORD-11068,2025-06-29,South,Furniture,Maria Garcia,Online,21,218.71,4592.91,3378.81,1214.1,4.6
ORD-11398,2025-12-25,South,Office Supplies,Amy Liu,Direct,14,216.72,3034.08,1591.77,1442.31,4.2
ORD-10380,2024-07-30,West,Office Supplies,Sarah Chen,Online,24,127.68,3064.32,1633.74,1430.58,3.3
ORD-11357,2025-11-13,Midwest,Electronics,Chris Brown,Direct,11,382.91,4212.01,2602.57,1609.44,3.2
ORD-10866,2025-03-11,Midwest,Office Supplies,Tom Anderson,Online,19,170.94,3247.86,1713.02,1534.84,4.4
ORD-11202,2025-09-26,West,Electronics,Mike Torres,Direct,18,354.93,6388.74,3789.6,2599.14,4.2
ORD-10288,2024-06-02,East,Electronics,Emily Zhang,Online,3,376.2,1128.6,761.9,366.7,4.6
ORD-11243,2025-09-19,Midwest,Electronics,Tom Anderson,Partner,21,298.04,6258.84,3802.18,2456.66,5.0
ORD-10549,2024-10-30,West,Office Supplies,Lisa Patel,Partner,15,187.78,2816.7,1451.24,1365.46,5.0
ORD-10627,2024-11-18,East,Office Supplies,James Wilson,Online,11,306.63,3372.93,2006.18,1366.75,4.4
ORD-10137,2024-03-18,South,Office Supplies,Maria Garcia,Online,23,177.53,4083.19,2054.19,2029.0,4.8
ORD-10687,2024-12-29,East,Software,James Wilson,Online,3,829.7,2489.1,1014.67,1474.43,4.6
ORD-11086,2025-06-19,Midwest,Software,Rachel Lee,Direct,5,449.65,2248.25,854.36,1393.89,4.3
ORD-10495,2024-09-29,West,Furniture,Sarah Chen,Online,13,263.71,3428.23,2458.08,970.15,4.0
ORD-10568,2024-10-22,East,Software,David Kim,Online,7,483.78,3386.46,1233.24,2153.22,3.1
ORD-10417,2024-08-05,Midwest,Electronics,Chris Brown,Partner,16,313.47,5015.52,3216.51,1799.01,2.9
ORD-10534,2024-10-03,Midwest,Office Supplies,Chris Brown,Direct,16,192.85,3085.6,1634.43,1451.17,3.7
ORD-11184,2025-08-31,South,Software,Amy Liu,Online,25,390.6,9765.0,3718.69,6046.31,4.5
ORD-10249,2024-05-12,South,Electronics,Robert Johnson,Online,13,325.63,4233.19,2843.53,1389.66,3.9
ORD-10366,2024-06-21,Midwest,Furniture,Rachel Lee,Direct,21,345.61,7257.81,4960.79,2297.02,4.1
ORD-10052,2024-02-23,West,Office Supplies,Lisa Patel,Direct,22,110.83,2438.26,1345.19,1093.07,4.2
ORD-10904,2025-04-17,East,Software,James Wilson,Partner,21,525.0,11025.0,4365.84,6659.16,3.5
ORD-10043,2024-01-26,Midwest,Office Supplies,Chris Brown,Direct,13,197.56,2568.28,1513.86,1054.42,4.3
ORD-10183,2024-04-06,East,Software,Emily Zhang,Direct,21,447.42,9395.82,3663.09,5732.73,4.1
ORD-11153,2025-08-13,West,Furniture,Sarah Chen,Partner,21,405.17,8508.57,5319.96,3188.61,5.0
ORD-10918,2025-03-24,South,Software,Maria Garcia,Online,9,405.53,3649.77,1559.03,2090.74,4.4
ORD-10497,2024-09-14,West,Furniture,Lisa Patel,Direct,15,251.55,3773.25,2599.86,1173.39,3.0
ORD-10169,2024-03-30,West,Office Supplies,Sarah Chen,Online,25,169.59,4239.75,2204.33,2035.42,4.3
ORD-10261,2024-04-28,Midwest,Electronics,Tom Anderson,Online,13,309.18,4019.34,2543.29,1476.05,4.4
ORD-10328,2024-07-09,West,Office Supplies,Sarah Chen,Direct,7,168.62,1180.34,601.5,578.84,5.0
ORD-10648,2024-11-14,South,Software,Robert Johnson,Partner,18,542.45,9764.1,3961.09,5803.01,3.6
ORD-10473,2024-08-17,Midwest,Electronics,Rachel Lee,Partner,18,237.4,4273.2,2569.59,1703.61,4.8
ORD-10376,2024-07-27,West,Electronics,Lisa Patel,Direct,11,351.54,3866.94,2223.18,1643.76,2.9
ORD-10956,2025-05-04,East,Software,David Kim,Direct,2,653.58,1307.16,532.0,775.16,4.8
ORD-10513,2024-09-27,South,Electronics,Amy Liu,Partner,19,247.62,4704.78,2703.37,2001.41,3.7
ORD-10830,2025-03-08,West,Furniture,Lisa Patel,Online,20,282.37,5647.4,3524.61,2122.79,4.0
ORD-11273,2025-10-20,West,Software,Mike Torres,Partner,13,829.64,10785.32,4373.79,6411.53,4.6
ORD-11177,2025-08-30,South,Office Supplies,Amy Liu,Direct,21,146.13,3068.73,1715.22,1353.51,4.6
ORD-11079,2025-07-08,Midwest,Office Supplies,Chris Brown,Partner,12,171.14,2053.68,1183.51,870.17,5.0
ORD-11026,2025-06-03,Midwest,Furniture,Rachel Lee,Online,20,301.18,6023.6,3990.19,2033.41,5.0
ORD-10222,2024-04-23,West,Office Supplies,Lisa Patel,Online,6,182.62,1095.72,629.3,466.42,2.8
ORD-11226,2025-09-13,East,Software,James Wilson,Online,21,478.6,10050.6,4097.68,5952.92,4.7
ORD-10254,2024-05-06,South,Furniture,Maria Garcia,Partner,7,290.46,2033.22,1458.93,574.29,3.0
ORD-11379,2025-12-16,West,Furniture,Sarah Chen,Online,24,574.16,13779.84,9839.9,3939.94,
ORD-10567,2024-10-22,East,Software,Emily Zhang,Partner,10,666.19,6661.9,2482.82,4179.08,4.0
ORD-10708,2024-12-04,Midwest,Software,Chris Brown,Partner,10,431.92,4319.2,1888.34,2430.86,5.0
ORD-11220,2025-09-11,East,Office Supplies,David Kim,Direct,8,178.43,1427.44,778.94,648.5,5.0
ORD-10632,2024-11-23,East,Furniture,Emily Zhang,Direct,7,381.83,2672.81,1808.68,864.13,4.2
ORD-10995,2025-05-19,East,Electronics,Emily Zhang,Partner,11,316.03,3476.33,2031.51,1444.82,4.3
ORD-10046,2024-01-19,Midwest,Furniture,Rachel Lee,Direct,4,233.81,935.24,616.34,318.9,4.2
ORD-10561,2024-10-12,East,Electronics,James Wilson,,4,452.33,1809.32,1148.19,661.13,4.0
ORD-10268,2024-05-07,Midwest,Furniture,Chris Brown,Partner,24,271.46,6515.04,4136.27,2378.77,3.7
ORD-10489,2024-09-19,West,Electronics,Mike Torres,Direct,22,468.36,10303.92,5877.41,4426.51,3.2
ORD-11160,2025-08-25,East,Office Supplies,Emily Zhang,Partner,18,275.0,4950.0,2703.36,2246.64,4.4
ORD-10389,2024-07-21,East,Office Supplies,James Wilson,Direct,7,167.72,1174.04,618.84,555.2,5.0
ORD-10250,2024-05-12,South,Office Supplies,Robert Johnson,Direct,6,204.07,1224.42,659.03,565.39,4.3
ORD-10608,2024-11-25,West,Office Supplies,Mike Torres,Online,21,198.31,4164.51,2517.69,1646.82,4.8
ORD-10355,2024-06-19,South,Furniture,Amy Liu,Partner,2,249.09,498.18,370.21,127.97,4.1
ORD-10754,2025-01-20,Midwest,Electronics,Chris Brown,Direct,10,190.56,1905.6,1209.24,696.36,4.3
ORD-11204,2025-09-18,West,Office Supplies,Mike Torres,Direct,7,150.07,1050.49,577.07,473.42,3.4
ORD-10933,2025-03-27,Midwest,Software,Chris Brown,Partner,15,339.58,5093.7,2044.51,3049.19,5.0
ORD-11038,2025-07-06,West,Furniture,Lisa Patel,Partner,14,390.88,5472.32,3515.43,1956.89,5.0
ORD-10813,2025-01-28,Midwest,Office Supplies,Tom Anderson,Online,20,158.96,3179.2,1595.94,1583.26,5.0
ORD-11088,2025-06-29,Midwest,Software,Tom Anderson,Online,23,317.04,7291.92,2735.68,4556.24,4.5
ORD-11023,2025-05-27,Midwest,Office Supplies,Rachel Lee,Online,21,278.8,5854.8,2968.45,2886.35,3.9
ORD-10827,2025-03-21,West,Office Supplies,Mike Torres,Online,16,234.44,3751.04,1911.85,1839.19,4.5
ORD-11412,2025-12-17,Midwest,Office Supplies,Rachel Lee,Online,23,258.85,5953.55,3297.39,2656.16,4.9
ORD-10896,2025-04-15,East,Office Supplies,Emily Zhang,Online,3,186.12,558.36,302.48,255.88,4.1
ORD-10021,2024-01-08,East,Software,James Wilson,Online,1,429.62,429.62,162.57,267.05,4.1
ORD-10523,2024-09-10,South,Furniture,Amy Liu,Partner,17,273.95,4657.15,3239.82,1417.33,3.8
ORD-10175,2024-04-16,West,Software,Lisa Patel,Direct,10,412.68,4126.8,1538.57,2588.23,3.4
ORD-10948,2025-05-10,East,Office Supplies,Emily Zhang,Online,11,206.3,2269.3,1236.71,1032.59,4.0
ORD-11070,2025-07-04,South,Software,Robert Johnson,Direct,17,348.31,5921.27,2402.69,3518.58,5.0
ORD-10652,2024-11-14,Midwest,Electronics,Tom Anderson,Direct,17,387.11,6580.87,3780.43,2800.44,4.7
ORD-10079,2024-02-07,South,Office Supplies,Amy Liu,Partner,12,121.03,1452.36,803.74,648.62,3.2
ORD-11215,2025-09-16,West,Software,Mike Torres,Partner,3,572.91,1718.73,733.63,985.1,4.1
ORD-10313,2024-05-28,Midwest,Electronics,Tom Anderson,Partner,10,235.47,2354.7,1447.45,907.25,4.1
ORD-10718,2025-01-12,West,Furniture,Sarah Chen,Direct,20,329.06,6581.2,4561.38,2019.82,3.7
ORD-10814,2025-02-08,Midwest,Office Supplies,Chris Brown,Direct,8,133.87,1070.96,616.65,454.31,3.7
ORD-10741,2025-01-14,South,Office Supplies,Amy Liu,Partner,4,140.24,560.96,310.5,250.46,4.7
ORD-10514,2024-09-26,South,Electronics,Robert Johnson,Online,7,229.55,1606.85,1044.79,562.06,
ORD-11037,2025-07-13,West,Furniture,Sarah Chen,Partner,25,413.72,10343.0,6420.88,3922.12,3.4
ORD-10647,2024-11-21,South,Furniture,Amy Liu,Direct,7,313.93,2197.51,1444.01,753.5,5.0
ORD-10884,2025-03-26,West,Office Supplies,Sarah Chen,Online,11,180.22,1982.42,1149.73,832.69,4.2
ORD-10119,2024-03-04,East,Electronics,David Kim,Direct,20,306.99,6139.8,4001.26,2138.54,4.2
ORD-10242,2024-05-03,East,Software,Emily Zhang,Partner,18,628.83,11318.94,4760.61,6558.33,3.9
ORD-11424,2025-12-29,West,Electronics,Mike Torres,Direct,1,742.51,742.51,474.83,267.68,5.0
ORD-10970,2025-05-04,South,Furniture,Maria Garcia,Online,15,342.01,5130.15,3160.66,1969.49,4.7
ORD-11367,2025-11-20,Midwest,Furniture,Chris Brown,Partner,7,271.72,1902.04,1203.48,698.56,4.0
ORD-10053,2024-02-24,West,Office Supplies,Sarah Chen,Partner,10,123.21,1232.1,636.88,595.22,4.5
ORD-10269,2024-04-27,Midwest,Software,Chris Brown,,2,324.6,649.2,277.29,371.91,5.0
ORD-10728,2025-01-08,East,Office Supplies,David Kim,Direct,21,266.34,5593.14,3325.76,2267.38,4.2
ORD-10986,2025-06-02,West,Electronics,Mike Torres,Online,24,477.35,11456.4,6668.84,4787.56,4.1
ORD-10515,2024-09-25,South,Electronics,Maria Garcia,Online,21,268.71,5642.91,3711.52,1931.39,3.9
ORD-11339,2025-11-18,East,Software,Emily Zhang,Partner,14,747.49,10464.86,3791.6,6673.26,4.1
ORD-10006,2024-01-12,West,Office Supplies,Lisa Patel,Direct,23,113.49,2610.27,1481.95,1128.32,4.3
ORD-11317,2025-11-18,West,Electronics,Lisa Patel,Direct,5,718.35,3591.75,2375.58,1216.17,4.5
ORD-10801,2025-02-14,South,Furniture,Maria Garcia,Online,4,245.66,982.64,628.89,353.75,3.0
ORD-11415,2025-12-12,Midwest,Office Supplies,Tom Anderson,Partner,22,264.75,5824.5,3155.87,2668.63,
ORD-10479,2024-09-01,Midwest,Furniture,Tom Anderson,Partner,22,210.11,4622.42,3117.61,1504.81,4.0
ORD-10073,2024-02-25,East,Software,Emily Zhang,Online,4,377.9,1511.6,587.97,923.63,4.6
ORD-11067,2025-06-29,South,Furniture,Maria Garcia,Online,14,269.22,3769.08,2800.83,968.25,4.1
ORD-10106,2024-02-27,West,Office Supplies,Mike Torres,Partner,16,165.77,2652.32,1549.63,1102.69,4.0
ORD-10914,2025-03-27,South,Furniture,Robert Johnson,Direct,11,249.97,2749.67,1835.03,914.64,3.8
ORD-10345,2024-07-01,East,Furniture,David Kim,Online,2,275.44,550.88,379.61,171.27,3.8
ORD-10300,2024-06-04,East,Software,James Wilson,Online,14,649.21,9088.94,3334.44,5754.5,3.3
ORD-11018,2025-05-27,Midwest,Electronics,Chris Brown,Online,17,421.68,7168.56,4585.39,2583.17,3.7
ORD-10543,2024-09-14,Midwest,Software,Tom Anderson,Direct,9,321.81,2896.29,1188.61,1707.68,3.6
ORD-11355,2025-11-29,South,Software,Amy Liu,Direct,2,584.86,1169.72,444.68,725.04,3.9
ORD-10847,2025-03-22,South,Electronics,Robert Johnson,Direct,1,254.9,254.9,168.49,86.41,3.7
ORD-10797,2025-02-22,South,Office Supplies,Robert Johnson,Online,24,144.7,3472.8,2011.35,1461.45,3.7
ORD-10072,2024-02-01,East,Furniture,David Kim,Direct,12,242.47,2909.64,2042.47,867.17,4.7
ORD-10142,2024-03-14,South,Furniture,Maria Garcia,Partner,18,236.44,4255.92,2992.43,1263.49,3.9
ORD-10486,2024-09-04,Midwest,Software,Chris Brown,Partner,12,269.95,3239.4,1400.88,1838.52,3.7
